Type,Row Labels,Species,Scientific Name,Family,Order,Habitat,Feeding,Plastic color,Color_no,Plastic type,Plastic_no
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,1,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,1,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,1,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,1,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,1,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,1,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,1,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,1,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Other,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Balloon,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Soft Plastic,2
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Hard Plastic,1
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Fishing,0
Bird,297,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Other,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,White,2,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,White,2,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,White,2,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,White,2,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,White,2,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Orange,1,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Orange,1,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Orange,1,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Orange,1,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Orange,1,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Grey,0,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Grey,0,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Grey,0,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Grey,0,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Grey,0,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Brown,3,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Brown,3,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Brown,3,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Brown,3,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Brown,3,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Black,0,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Black,0,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Black,0,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Black,0,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Black,0,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Red,2,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Red,2,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Red,2,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Red,2,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Red,2,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Green,0,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Green,0,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Green,0,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Green,0,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Green,0,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Clear,0,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Clear,0,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Clear,0,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Clear,0,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Clear,0,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Yellow,0,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Yellow,0,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Yellow,0,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Yellow,0,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Yellow,0,Hard Plastic,8
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Blue,4,Other,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Blue,4,Fishing,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Blue,4,Soft Plastic,0
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Blue,4,Balloon,2
Bird,299,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Blue,4,Hard Plastic,8
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,2,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,2,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,2,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,2,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,2,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Soft Plastic,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Hard Plastic,2
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Other,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Fishing,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Balloon,0
Bird,300,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Grey,0,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,White,0,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Green,0,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,3,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,3,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,3,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,3,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Brown,3,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Black,0,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Orange,0,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Yellow,0,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Clear,0,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,1,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,1,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,1,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,1,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Red,1,Other,1
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Hard Plastic,3
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Fishing,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Soft Plastic,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Balloon,0
Bird,301,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Blue,0,Other,1
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Black,0,Fishing,4
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Black,0,Soft Plastic,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Black,0,Balloon,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Black,0,Other,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Black,0,Hard Plastic,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,White,0,Fishing,4
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,White,0,Soft Plastic,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,White,0,Balloon,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,White,0,Other,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,White,0,Hard Plastic,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Grey,0,Fishing,4
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Grey,0,Soft Plastic,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Grey,0,Balloon,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Grey,0,Other,0
Bird,309,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Grey,0,Hard Plastic,0
